period,subba,subba-name,parent,parent-name,value,value-units
2024-03-19T12,ZONJ,New York City,NYIS,New York Independent System Operator,5393,megawatthours
2024-03-19T11,ZONJ,New York City,NYIS,New York Independent System Operator,4929,megawatthours
2024-03-19T10,ZONJ,New York City,NYIS,New York Independent System Operator,4459,megawatthours
2024-03-19T09,ZONJ,New York City,NYIS,New York Independent System Operator,4230,megawatthours
2024-03-19T08,ZONJ,New York City,NYIS,New York Independent System Operator,4179,megawatthours
2024-03-19T07,ZONJ,New York City,NYIS,New York Independent System Operator,4220,megawatthours
2024-03-19T06,ZONJ,New York City,NYIS,New York Independent System Operator,4327,megawatthours
2024-03-19T05,ZONJ,New York City,NYIS,New York Independent System Operator,4500,megawatthours
2024-03-19T04,ZONJ,New York City,NYIS,New York Independent System Operator,4739,megawatthours
2024-03-19T03,ZONJ,New York City,NYIS,New York Independent System Operator,5055,megawatthours
2024-03-19T02,ZONJ,New York City,NYIS,New York Independent System Operator,5353,megawatthours
2024-03-19T01,ZONJ,New York City,NYIS,New York Independent System Operator,5532,megawatthours
2024-03-19T00,ZONJ,New York City,NYIS,New York Independent System Operator,5631,megawatthours
2024-03-18T23,ZONJ,New York City,NYIS,New York Independent System Operator,5589,megawatthours
2024-03-18T22,ZONJ,New York City,NYIS,New York Independent System Operator,5596,megawatthours
2024-03-18T21,ZONJ,New York City,NYIS,New York Independent System Operator,5527,megawatthours
2024-03-18T20,ZONJ,New York City,NYIS,New York Independent System Operator,5464,megawatthours
2024-03-18T19,ZONJ,New York City,NYIS,New York Independent System Operator,5460,megawatthours
2024-03-18T18,ZONJ,New York City,NYIS,New York Independent System Operator,5505,megawatthours
2024-03-18T17,ZONJ,New York City,NYIS,New York Independent System Operator,5507,megawatthours
2024-03-18T16,ZONJ,New York City,NYIS,New York Independent System Operator,5502,megawatthours
2024-03-18T15,ZONJ,New York City,NYIS,New York Independent System Operator,5445,megawatthours
2024-03-18T14,ZONJ,New York City,NYIS,New York Independent System Operator,5446,megawatthours
2024-03-18T13,ZONJ,New York City,NYIS,New York Independent System Operator,5342,megawatthours
2024-03-18T12,ZONJ,New York City,NYIS,New York Independent System Operator,5104,megawatthours
2024-03-18T11,ZONJ,New York City,NYIS,New York Independent System Operator,4678,megawatthours
2024-03-18T10,ZONJ,New York City,NYIS,New York Independent System Operator,4217,megawatthours
2024-03-18T09,ZONJ,New York City,NYIS,New York Independent System Operator,3979,megawatthours
2024-03-18T08,ZONJ,New York City,NYIS,New York Independent System Operator,3927,megawatthours
2024-03-18T07,ZONJ,New York City,NYIS,New York Independent System Operator,3976,megawatthours
2024-03-18T06,ZONJ,New York City,NYIS,New York Independent System Operator,4077,megawatthours
2024-03-18T05,ZONJ,New York City,NYIS,New York Independent System Operator,4225,megawatthours
2024-03-18T04,ZONJ,New York City,NYIS,New York Independent System Operator,4433,megawatthours
2024-03-18T03,ZONJ,New York City,NYIS,New York Independent System Operator,4682,megawatthours
2024-03-18T02,ZONJ,New York City,NYIS,New York Independent System Operator,4892,megawatthours
2024-03-18T01,ZONJ,New York City,NYIS,New York Independent System Operator,5004,megawatthours
2024-03-18T00,ZONJ,New York City,NYIS,New York Independent System Operator,5015,megawatthours
2024-03-17T23,ZONJ,New York City,NYIS,New York Independent System Operator,4900,megawatthours
2024-03-17T22,ZONJ,New York City,NYIS,New York Independent System Operator,4799,megawatthours
2024-03-17T21,ZONJ,New York City,NYIS,New York Independent System Operator,4709,megawatthours
2024-03-17T20,ZONJ,New York City,NYIS,New York Independent System Operator,4645,megawatthours
2024-03-17T19,ZONJ,New York City,NYIS,New York Independent System Operator,4669,megawatthours
2024-03-17T18,ZONJ,New York City,NYIS,New York Independent System Operator,4618,megawatthours
2024-03-17T17,ZONJ,New York City,NYIS,New York Independent System Operator,4614,megawatthours
2024-03-17T16,ZONJ,New York City,NYIS,New York Independent System Operator,4581,megawatthours
2024-03-17T15,ZONJ,New York City,NYIS,New York Independent System Operator,4631,megawatthours
2024-03-17T14,ZONJ,New York City,NYIS,New York Independent System Operator,4529,megawatthours
2024-03-17T13,ZONJ,New York City,NYIS,New York Independent System Operator,4346,megawatthours
2024-03-17T12,ZONJ,New York City,NYIS,New York Independent System Operator,4186,megawatthours
2024-03-17T11,ZONJ,New York City,NYIS,New York Independent System Operator,4064,megawatthours
2024-03-17T10,ZONJ,New York City,NYIS,New York Independent System Operator,3962,megawatthours
2024-03-17T09,ZONJ,New York City,NYIS,New York Independent System Operator,3911,megawatthours
2024-03-17T08,ZONJ,New York City,NYIS,New York Independent System Operator,3931,megawatthours
2024-03-17T07,ZONJ,New York City,NYIS,New York Independent System Operator,4014,megawatthours
2024-03-17T06,ZONJ,New York City,NYIS,New York Independent System Operator,4146,megawatthours
2024-03-17T05,ZONJ,New York City,NYIS,New York Independent System Operator,4320,megawatthours
2024-03-17T04,ZONJ,New York City,NYIS,New York Independent System Operator,4519,megawatthours
2024-03-17T03,ZONJ,New York City,NYIS,New York Independent System Operator,4729,megawatthours
2024-03-17T02,ZONJ,New York City,NYIS,New York Independent System Operator,4881,megawatthours
2024-03-17T01,ZONJ,New York City,NYIS,New York Independent System Operator,4973,megawatthours
2024-03-17T00,ZONJ,New York City,NYIS,New York Independent System Operator,5003,megawatthours
2024-03-16T23,ZONJ,New York City,NYIS,New York Independent System Operator,4916,megawatthours
2024-03-16T22,ZONJ,New York City,NYIS,New York Independent System Operator,4835,megawatthours
2024-03-16T21,ZONJ,New York City,NYIS,New York Independent System Operator,4751,megawatthours
2024-03-16T20,ZONJ,New York City,NYIS,New York Independent System Operator,4701,megawatthours
2024-03-16T19,ZONJ,New York City,NYIS,New York Independent System Operator,4706,megawatthours
2024-03-16T18,ZONJ,New York City,NYIS,New York Independent System Operator,4739,megawatthours
2024-03-16T17,ZONJ,New York City,NYIS,New York Independent System Operator,4767,megawatthours
2024-03-16T16,ZONJ,New York City,NYIS,New York Independent System Operator,4760,megawatthours
2024-03-16T15,ZONJ,New York City,NYIS,New York Independent System Operator,4714,megawatthours
2024-03-16T14,ZONJ,New York City,NYIS,New York Independent System Operator,4622,megawatthours
2024-03-16T13,ZONJ,New York City,NYIS,New York Independent System Operator,4500,megawatthours
2024-03-16T12,ZONJ,New York City,NYIS,New York Independent System Operator,4336,megawatthours
2024-03-16T11,ZONJ,New York City,NYIS,New York Independent System Operator,4156,megawatthours
2024-03-16T10,ZONJ,New York City,NYIS,New York Independent System Operator,4000,megawatthours
2024-03-16T09,ZONJ,New York City,NYIS,New York Independent System Operator,3933,megawatthours
2024-03-16T08,ZONJ,New York City,NYIS,New York Independent System Operator,3949,megawatthours
2024-03-16T07,ZONJ,New York City,NYIS,New York Independent System Operator,4020,megawatthours
2024-03-16T06,ZONJ,New York City,NYIS,New York Independent System Operator,4145,megawatthours
2024-03-16T05,ZONJ,New York City,NYIS,New York Independent System Operator,4324,megawatthours
2024-03-16T04,ZONJ,New York City,NYIS,New York Independent System Operator,4561,megawatthours
2024-03-16T03,ZONJ,New York City,NYIS,New York Independent System Operator,4819,megawatthours
2024-03-16T02,ZONJ,New York City,NYIS,New York Independent System Operator,5051,megawatthours
2024-03-16T01,ZONJ,New York City,NYIS,New York Independent System Operator,5222,megawatthours
2024-03-16T00,ZONJ,New York City,NYIS,New York Independent System Operator,5352,megawatthours
2024-03-15T23,ZONJ,New York City,NYIS,New York Independent System Operator,5380,megawatthours
2024-03-15T22,ZONJ,New York City,NYIS,New York Independent System Operator,5490,megawatthours
2024-03-15T21,ZONJ,New York City,NYIS,New York Independent System Operator,5525,megawatthours
2024-03-15T20,ZONJ,New York City,NYIS,New York Independent System Operator,5526,megawatthours
2024-03-15T19,ZONJ,New York City,NYIS,New York Independent System Operator,5483,megawatthours
2024-03-15T18,ZONJ,New York City,NYIS,New York Independent System Operator,5564,megawatthours
2024-03-15T17,ZONJ,New York City,NYIS,New York Independent System Operator,5544,megawatthours
2024-03-15T16,ZONJ,New York City,NYIS,New York Independent System Operator,5462,megawatthours
2024-03-15T15,ZONJ,New York City,NYIS,New York Independent System Operator,5494,megawatthours
2024-03-15T14,ZONJ,New York City,NYIS,New York Independent System Operator,5451,megawatthours
2024-03-15T13,ZONJ,New York City,NYIS,New York Independent System Operator,5285,megawatthours
2024-03-15T12,ZONJ,New York City,NYIS,New York Independent System Operator,5001,megawatthours
2024-03-15T11,ZONJ,New York City,NYIS,New York Independent System Operator,4577,megawatthours
2024-03-15T10,ZONJ,New York City,NYIS,New York Independent System Operator,4147,megawatthours
2024-03-15T09,ZONJ,New York City,NYIS,New York Independent System Operator,3957,megawatthours
2024-03-15T08,ZONJ,New York City,NYIS,New York Independent System Operator,3934,megawatthours
2024-03-15T07,ZONJ,New York City,NYIS,New York Independent System Operator,3988,megawatthours
2024-03-15T06,ZONJ,New York City,NYIS,New York Independent System Operator,4107,megawatthours
2024-03-15T05,ZONJ,New York City,NYIS,New York Independent System Operator,4300,megawatthours
2024-03-15T04,ZONJ,New York City,NYIS,New York Independent System Operator,4559,megawatthours
2024-03-15T03,ZONJ,New York City,NYIS,New York Independent System Operator,4861,megawatthours
2024-03-15T02,ZONJ,New York City,NYIS,New York Independent System Operator,5115,megawatthours
2024-03-15T01,ZONJ,New York City,NYIS,New York Independent System Operator,5302,megawatthours
2024-03-15T00,ZONJ,New York City,NYIS,New York Independent System Operator,5426,megawatthours
2024-03-14T23,ZONJ,New York City,NYIS,New York Independent System Operator,5424,megawatthours
2024-03-14T22,ZONJ,New York City,NYIS,New York Independent System Operator,5524,megawatthours
2024-03-14T21,ZONJ,New York City,NYIS,New York Independent System Operator,5536,megawatthours
2024-03-14T20,ZONJ,New York City,NYIS,New York Independent System Operator,5472,megawatthours
2024-03-14T19,ZONJ,New York City,NYIS,New York Independent System Operator,5431,megawatthours
2024-03-14T18,ZONJ,New York City,NYIS,New York Independent System Operator,5407,megawatthours
2024-03-14T17,ZONJ,New York City,NYIS,New York Independent System Operator,5405,megawatthours
2024-03-14T16,ZONJ,New York City,NYIS,New York Independent System Operator,5408,megawatthours
2024-03-14T15,ZONJ,New York City,NYIS,New York Independent System Operator,5420,megawatthours
2024-03-14T14,ZONJ,New York City,NYIS,New York Independent System Operator,5467,megawatthours
2024-03-14T13,ZONJ,New York City,NYIS,New York Independent System Operator,5371,megawatthours
2024-03-14T12,ZONJ,New York City,NYIS,New York Independent System Operator,5150,megawatthours
2024-03-14T11,ZONJ,New York City,NYIS,New York Independent System Operator,4723,megawatthours
2024-03-14T10,ZONJ,New York City,NYIS,New York Independent System Operator,4254,megawatthours
2024-03-14T09,ZONJ,New York City,NYIS,New York Independent System Operator,4032,megawatthours
2024-03-14T08,ZONJ,New York City,NYIS,New York Independent System Operator,4000,megawatthours
2024-03-14T07,ZONJ,New York City,NYIS,New York Independent System Operator,4058,megawatthours
2024-03-14T06,ZONJ,New York City,NYIS,New York Independent System Operator,4165,megawatthours
2024-03-14T05,ZONJ,New York City,NYIS,New York Independent System Operator,4345,megawatthours
2024-03-14T04,ZONJ,New York City,NYIS,New York Independent System Operator,4627,megawatthours
2024-03-14T03,ZONJ,New York City,NYIS,New York Independent System Operator,4942,megawatthours
2024-03-14T02,ZONJ,New York City,NYIS,New York Independent System Operator,5215,megawatthours
2024-03-14T01,ZONJ,New York City,NYIS,New York Independent System Operator,5405,megawatthours
2024-03-14T00,ZONJ,New York City,NYIS,New York Independent System Operator,5512,megawatthours
2024-03-13T23,ZONJ,New York City,NYIS,New York Independent System Operator,5483,megawatthours
2024-03-13T22,ZONJ,New York City,NYIS,New York Independent System Operator,5506,megawatthours
2024-03-13T21,ZONJ,New York City,NYIS,New York Independent System Operator,5451,megawatthours
2024-03-13T20,ZONJ,New York City,NYIS,New York Independent System Operator,5375,megawatthours
2024-03-13T19,ZONJ,New York City,NYIS,New York Independent System Operator,5366,megawatthours
2024-03-13T18,ZONJ,New York City,NYIS,New York Independent System Operator,5397,megawatthours
2024-03-13T17,ZONJ,New York City,NYIS,New York Independent System Operator,5432,megawatthours
2024-03-13T16,ZONJ,New York City,NYIS,New York Independent System Operator,5440,megawatthours
2024-03-13T15,ZONJ,New York City,NYIS,New York Independent System Operator,5453,megawatthours
2024-03-13T14,ZONJ,New York City,NYIS,New York Independent System Operator,5481,megawatthours
2024-03-13T13,ZONJ,New York City,NYIS,New York Independent System Operator,5353,megawatthours
2024-03-13T12,ZONJ,New York City,NYIS,New York Independent System Operator,5127,megawatthours
2024-03-13T11,ZONJ,New York City,NYIS,New York Independent System Operator,4712,megawatthours
2024-03-13T10,ZONJ,New York City,NYIS,New York Independent System Operator,4245,megawatthours
2024-03-13T09,ZONJ,New York City,NYIS,New York Independent System Operator,4020,megawatthours
2024-03-13T08,ZONJ,New York City,NYIS,New York Independent System Operator,3984,megawatthours
2024-03-13T07,ZONJ,New York City,NYIS,New York Independent System Operator,4037,megawatthours
2024-03-13T06,ZONJ,New York City,NYIS,New York Independent System Operator,4163,megawatthours
2024-03-13T05,ZONJ,New York City,NYIS,New York Independent System Operator,4352,megawatthours
2024-03-13T04,ZONJ,New York City,NYIS,New York Independent System Operator,4609,megawatthours
2024-03-13T03,ZONJ,New York City,NYIS,New York Independent System Operator,4927,megawatthours
2024-03-13T02,ZONJ,New York City,NYIS,New York Independent System Operator,5193,megawatthours
2024-03-13T01,ZONJ,New York City,NYIS,New York Independent System Operator,5386,megawatthours
